MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,6,0,8926,2,3,2,1,1,2,1,8,3,3,1,1,4,3,1956,1956,2,2,1,1,4,0,3,3,2,3,3,4,6,0,6,0,672,672,2,1,2,2,960,0,0,960,0,0,1,0,3,1,3,5,1,0,6,3,1956,3,1,288,3,3,1,64,0,0,0,160,0,5,2,6,0,10,2009,5,2,112000
20,6,50,9405,2,3,1,1,1,1,1,8,3,3,1,1,5,9,1947,2008,4,2,15,15,4,0,3,1,2,3,3,4,6,0,6,0,698,698,2,1,2,1,698,0,0,698,0,1,1,0,2,1,3,4,1,0,6,7,0,4,0,0,6,6,1,0,200,0,0,0,0,5,5,6,0,6,2009,1,1,118000
80,6,0,9125,2,3,2,1,1,1,1,9,3,3,1,8,7,5,1992,1992,2,2,7,7,2,170,3,3,3,2,3,4,6,0,6,0,384,384,2,2,2,1,812,670,0,1482,0,0,2,1,3,1,2,7,1,1,3,2,1992,1,2,392,3,3,1,100,25,0,0,0,0,5,5,6,0,7,2007,1,1,163900
20,6,60,10434,2,3,1,1,1,1,1,13,3,3,1,1,4,5,1955,1955,2,2,11,11,4,0,3,3,2,3,3,4,6,0,6,0,1005,1005,2,3,2,1,1005,0,0,1005,0,0,1,0,2,1,4,5,1,1,3,6,1977,3,2,672,4,4,1,0,0,0,0,0,0,5,5,6,0,11,2009,1,1,115000
120,6,53,3684,2,3,1,1,1,1,1,1,3,3,4,1,7,5,2007,2007,4,2,15,15,2,130,2,3,3,2,3,4,6,0,6,0,1373,1373,2,1,2,1,1555,0,0,1555,0,0,2,0,2,1,2,7,1,1,3,2,2007,1,3,660,3,3,1,143,20,0,0,0,0,5,5,6,0,6,2009,1,1,174000
20,6,182,14572,2,3,4,1,1,2,1,9,3,3,1,1,7,5,2004,2004,4,2,15,15,4,0,2,3,3,2,3,2,1,1300,6,0,230,1530,2,1,2,1,1530,0,0,1530,1,0,2,0,3,1,2,7,1,1,2,2,2004,1,3,630,3,3,1,144,36,0,0,0,0,5,5,6,0,11,2007,1,5,259000
60,6,59,11796,2,3,2,1,1,1,1,9,3,3,1,4,7,5,2004,2005,2,2,15,15,4,0,2,3,3,2,3,2,6,0,6,0,847,847,2,1,2,1,847,1112,0,1959,0,0,2,1,4,1,2,8,1,1,2,4,2004,1,2,434,3,3,1,100,48,0,0,0,0,5,5,6,0,7,2007,1,1,215000
90,8,60,7200,2,1,1,1,1,1,1,18,3,3,3,7,5,5,1980,1980,2,2,9,9,2,180,3,3,2,2,3,1,1,936,6,0,0,936,2,3,2,1,936,0,0,936,1,0,1,0,2,1,3,4,1,0,6,6,1980,3,2,672,3,3,1,49,0,0,0,0,0,5,5,6,0,8,2007,1,1,140000
50,6,65,7804,2,3,1,1,1,1,1,19,3,3,1,2,4,3,1928,1950,2,2,17,11,4,0,3,3,1,3,3,4,3,622,6,0,500,1122,2,3,2,1,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,3,6,1981,3,2,576,3,3,1,431,44,0,0,0,0,5,2,6,0,12,2009,1,1,135000
20,6,63,10712,2,3,1,1,1,1,1,12,3,3,1,1,5,5,1991,1992,2,2,7,7,4,0,3,3,3,2,3,3,3,212,6,0,762,974,2,3,2,1,974,0,0,974,0,0,1,0,3,1,3,5,1,0,6,7,0,4,0,0,6,6,1,0,28,0,0,0,0,5,2,6,0,9,2007,10,2,93500
70,8,90,9900,2,3,1,1,1,1,1,18,3,3,1,4,6,4,1880,1950,2,2,16,16,4,0,3,3,1,3,3,3,6,0,6,0,1008,1008,3,3,2,1,1178,1032,0,2210,0,0,2,0,5,1,4,8,1,0,6,6,1930,3,1,205,4,3,3,0,48,0,0,0,0,5,5,6,0,5,2007,1,1,117500
60,6,80,9828,2,3,2,1,1,1,1,21,3,3,1,4,8,5,1995,1995,2,2,15,15,4,0,2,3,3,2,3,4,1,584,6,0,544,1128,2,1,2,1,1142,878,0,2020,0,0,2,1,3,1,2,8,1,1,3,2,1995,2,2,466,3,3,1,0,155,0,0,0,0,5,5,6,0,6,2009,1,1,239500
60,6,57,8773,2,3,2,3,1,1,1,9,3,3,1,4,6,5,1997,1997,2,2,15,15,4,0,3,3,3,2,3,2,6,0,6,0,916,916,2,2,2,1,916,684,0,1600,0,0,2,1,3,1,3,7,1,1,3,2,1997,1,2,460,3,3,1,100,38,0,0,0,0,5,5,6,0,8,2007,1,1,169000
30,8,60,6180,2,3,1,1,1,2,1,4,3,3,1,1,6,5,1926,1950,2,2,16,16,4,0,3,3,1,3,3,4,6,0,6,0,960,960,2,3,1,1,986,0,0,986,0,0,1,0,2,1,3,5,1,1,2,6,1926,3,1,180,3,3,1,0,128,0,0,0,0,5,5,6,0,5,2007,1,1,102000
50,6,80,9600,2,3,1,1,1,1,1,13,3,3,1,2,6,5,1950,1950,2,2,15,15,4,0,3,3,2,3,3,4,3,280,6,0,752,1032,2,3,2,2,1032,220,0,1252,0,0,1,0,3,1,3,6,1,0,6,2,1950,3,1,288,3,3,1,0,0,96,0,0,0,5,5,6,0,4,2008,1,2,119000
50,6,54,6342,2,3,1,1,1,1,1,20,2,3,1,2,5,8,1875,1996,2,2,15,15,4,0,3,2,2,3,3,4,6,0,6,0,780,780,2,2,1,1,780,240,0,1020,0,0,1,0,2,1,3,6,1,0,6,7,0,4,0,0,6,6,3,0,0,176,0,0,0,5,5,6,0,5,2010,1,1,94000
20,6,0,9819,2,3,2,1,1,1,2,12,3,3,1,1,6,5,1977,1977,2,2,11,8,4,0,3,3,3,3,3,1,2,1567,6,0,0,1567,2,3,2,1,1567,0,0,1567,1,0,2,0,2,1,2,5,1,2,3,2,1977,2,2,714,3,3,1,264,32,0,0,0,0,5,5,6,0,5,2009,1,1,196000
30,6,98,8731,2,3,2,1,1,1,1,4,3,3,1,1,5,5,1920,1950,2,2,14,14,4,0,3,4,1,3,3,4,3,645,6,0,270,915,2,3,2,1,1167,0,0,1167,0,0,1,0,3,1,3,6,5,1,2,6,1972,3,2,495,3,3,1,0,0,216,0,126,0,5,5,6,0,5,2007,1,1,144000
20,6,60,7350,2,3,1,1,1,2,1,13,3,3,1,1,5,7,1951,1951,2,2,7,7,4,0,3,3,2,3,3,3,2,852,6,0,100,952,2,3,2,1,952,0,0,952,1,0,1,0,2,1,3,4,1,0,6,6,1988,3,2,840,3,3,1,0,0,0,0,0,0,5,5,6,0,6,2008,5,2,139000
60,6,0,10304,2,3,2,1,1,3,1,17,6,3,1,4,5,7,1976,1976,2,2,11,11,2,44,3,2,2,3,3,4,2,381,6,0,399,780,2,1,2,1,1088,780,0,1868,1,0,2,1,4,1,2,9,1,1,3,2,1976,3,2,484,3,3,1,448,96,0,0,0,0,5,5,6,0,10,2009,1,1,197500
60,6,77,9965,2,3,1,1,1,1,1,6,3,3,1,4,8,5,2006,2007,4,2,15,15,5,340,2,3,3,1,3,1,1,1150,6,0,316,1466,2,1,2,1,1466,1362,0,2828,1,0,3,0,4,1,2,11,1,1,3,4,2006,2,3,1052,3,3,1,125,144,0,0,0,0,5,5,6,0,4,2007,4,6,424870
20,6,0,9000,2,3,1,1,1,1,1,20,3,3,1,1,5,3,1959,1959,2,2,16,11,4,0,3,3,2,3,3,4,1,288,6,0,718,1006,2,3,2,1,1006,0,0,1006,0,0,1,0,3,1,3,5,1,0,6,7,0,4,0,0,6,6,1,0,24,0,0,0,0,5,5,6,0,7,2008,1,1,80000
190,6,60,12180,2,3,1,1,1,1,1,8,3,3,2,2,4,4,1941,1950,2,2,9,9,4,0,3,4,1,2,3,4,3,348,6,0,324,672,4,4,1,2,672,252,0,924,1,0,1,0,2,1,4,5,1,0,6,6,1941,3,1,280,3,3,1,0,0,0,0,0,0,5,2,6,0,7,2010,1,1,80000
50,8,52,6240,2,3,1,1,1,1,1,4,3,3,1,2,5,6,1928,1950,2,2,9,9,4,0,3,3,1,3,3,4,6,0,6,0,1042,1042,2,1,2,1,1042,534,0,1576,0,0,1,0,3,1,3,8,1,1,2,6,1928,3,1,225,3,3,1,0,0,0,0,0,0,5,5,6,0,8,2006,1,5,149000
20,6,0,11200,2,3,1,1,1,1,1,21,3,3,1,1,6,5,1985,1985,2,2,16,17,2,85,2,3,2,2,3,4,1,1258,6,0,40,1298,2,3,2,1,1298,0,0,1298,1,0,2,0,3,1,2,5,1,1,3,2,1985,3,2,403,3,3,1,165,26,0,0,0,0,5,5,6,0,5,2006,1,1,180000
70,6,75,12000,2,3,1,2,1,1,1,7,3,3,1,4,7,7,1941,1950,2,2,9,9,4,0,3,3,2,3,3,4,4,275,6,0,429,704,2,1,2,1,860,704,0,1564,0,0,1,1,3,1,4,7,1,1,2,2,1941,3,1,234,3,3,1,0,0,0,0,0,0,5,5,6,0,7,2009,1,1,174500
50,8,0,5700,2,3,1,1,1,1,1,18,3,3,1,2,7,7,1926,1950,2,2,16,16,4,0,3,3,3,3,3,4,6,0,6,0,572,572,2,3,2,1,572,539,0,1111,0,0,1,0,2,1,3,5,1,1,2,6,1982,3,1,288,3,3,1,0,0,176,0,0,0,5,5,6,0,8,2008,1,1,116900
70,8,50,9000,2,3,1,1,1,1,1,18,1,3,1,4,7,9,1920,1988,4,2,15,15,4,0,3,2,3,3,3,4,2,624,6,0,26,650,2,1,2,1,832,650,0,1482,0,1,1,0,3,1,3,7,1,0,6,6,1930,3,2,324,3,3,1,0,0,0,0,0,0,5,5,6,0,7,2009,1,1,143000
20,6,57,8280,2,3,2,1,1,1,1,13,3,3,1,1,6,5,1950,1950,2,2,4,4,4,0,3,3,2,3,3,4,6,0,6,0,932,932,2,1,2,2,932,0,0,932,0,0,1,0,2,1,2,4,1,1,2,2,1950,3,1,306,3,3,1,0,0,214,0,0,0,5,1,6,0,11,2007,1,1,124000
20,6,134,17755,2,3,1,1,1,1,1,8,3,3,1,1,5,4,1959,1959,2,2,7,11,2,132,3,3,2,3,3,4,3,176,6,0,1290,1466,2,3,2,1,1466,0,0,1466,0,0,1,1,3,1,4,6,1,2,2,2,1959,1,2,528,3,3,1,0,140,0,0,100,0,5,5,6,0,11,2006,1,1,149900
20,6,90,14115,2,3,2,1,1,1,1,7,3,3,1,1,6,7,1956,2004,2,2,13,13,4,0,3,3,3,3,3,4,2,296,1,547,230,1073,2,1,2,1,1811,0,0,1811,0,0,1,0,2,1,1,6,1,1,2,2,1956,1,2,470,3,3,1,0,0,280,0,0,0,5,5,6,0,7,2006,1,2,230000
30,8,0,5890,2,3,1,1,1,2,1,10,3,3,1,1,6,8,1930,2007,2,2,16,16,4,0,2,2,1,3,3,2,2,538,6,0,278,816,2,1,2,1,816,0,0,816,0,0,1,0,2,1,3,5,1,0,6,6,2002,3,1,432,3,3,1,0,0,96,0,0,0,5,5,6,0,6,2008,1,1,120500
60,6,0,13700,2,3,2,1,1,1,1,13,3,3,1,4,7,6,1965,1988,2,2,15,15,5,288,3,3,2,3,3,1,2,454,6,0,410,864,2,3,2,1,902,918,0,1820,0,0,1,2,4,1,2,8,1,2,2,2,1965,3,2,492,3,3,1,60,84,0,0,273,0,5,1,6,0,5,2008,1,1,201800
20,6,90,10768,2,3,2,1,1,2,1,25,3,3,1,1,5,8,1976,2004,2,2,11,11,4,0,2,2,2,2,3,1,2,1157,6,0,280,1437,2,3,2,1,1437,0,0,1437,1,0,2,0,3,1,2,6,1,1,4,2,1976,2,2,528,3,3,1,0,21,0,0,180,0,5,5,6,0,7,2007,1,1,218000
80,6,85,9350,2,3,1,1,1,1,1,13,3,3,1,8,5,8,1965,1999,2,2,4,4,4,0,3,2,3,3,3,1,2,633,6,0,586,1219,2,2,2,1,1265,0,0,1265,0,1,2,0,3,1,2,6,1,1,2,2,1965,2,2,502,3,3,1,0,92,0,96,0,0,5,2,6,0,10,2008,1,1,179900
120,6,34,5001,2,3,2,1,1,1,1,16,3,3,5,1,7,5,2007,2008,2,2,15,15,5,166,2,3,3,2,3,4,1,904,6,0,410,1314,2,1,2,1,1314,0,0,1314,1,0,2,0,2,1,2,6,1,1,2,2,2008,2,2,626,3,3,1,172,62,0,0,0,0,5,5,6,0,7,2009,1,1,230000
20,6,92,11932,2,3,1,1,1,4,1,22,2,3,1,1,8,5,2007,2008,2,2,15,15,5,186,2,3,3,2,3,4,6,0,6,0,1580,1580,2,1,2,1,1580,0,0,1580,0,0,2,0,3,1,2,7,1,0,6,2,2008,2,3,830,3,3,1,0,24,0,0,0,0,5,5,6,0,6,2008,9,6,235128
60,6,76,9120,2,3,1,1,1,1,1,17,3,3,1,4,6,6,1974,1974,4,2,7,7,2,270,2,3,2,3,3,4,2,442,6,0,459,901,2,3,2,1,943,933,0,1876,0,0,2,1,4,1,2,8,1,1,3,2,1974,2,2,540,2,3,1,0,69,0,0,0,0,5,5,6,0,7,2008,1,1,185000
160,6,24,2280,2,3,1,1,1,1,1,15,3,3,5,4,6,5,1978,1978,2,2,11,3,4,0,3,3,2,2,3,4,2,311,6,0,544,855,2,4,2,1,855,601,0,1456,0,0,2,1,3,1,3,7,1,1,3,2,1978,3,2,440,3,3,1,26,0,0,0,0,0,5,5,6,0,7,2010,1,1,146000
20,6,0,14778,2,3,2,4,1,3,1,7,6,3,1,1,6,7,1954,2006,4,2,7,7,2,72,2,3,2,3,3,4,3,728,6,0,568,1296,2,1,2,1,1640,0,0,1640,1,0,1,0,3,1,2,7,1,1,2,6,1993,3,2,924,3,3,1,108,0,0,216,0,0,5,5,6,0,11,2008,1,1,224000
20,6,109,8724,2,3,1,1,1,1,1,20,3,3,1,1,5,5,1968,1968,2,2,15,15,4,0,3,3,2,2,3,4,3,492,6,0,402,894,2,2,2,1,894,0,0,894,0,0,1,0,3,1,3,5,1,1,5,2,1968,1,2,450,3,3,1,0,0,0,0,0,0,5,5,6,0,5,2007,1,1,129000
90,6,60,12900,2,3,1,1,1,1,1,20,2,3,3,7,4,4,1969,1969,2,2,11,11,4,0,3,3,2,2,3,2,1,1198,6,0,0,1198,2,3,2,1,1258,0,0,1258,2,0,0,2,0,2,3,6,1,0,6,5,1969,3,2,400,4,3,1,120,0,0,0,0,0,5,5,6,0,1,2008,1,4,108959
80,6,0,16157,2,3,2,1,1,4,1,25,2,3,1,8,5,7,1978,1978,2,2,11,11,4,0,3,3,3,2,3,1,2,680,4,391,289,1360,2,1,2,1,1432,0,0,1432,1,0,1,1,2,1,2,5,1,1,3,2,1978,3,2,588,3,3,1,168,180,0,0,0,0,5,5,6,0,6,2007,1,1,194000
20,6,79,9541,2,3,2,1,1,1,1,16,3,3,1,1,7,5,2009,2009,2,2,15,15,5,268,2,3,3,2,3,4,6,0,6,0,1502,1502,2,1,2,1,1502,0,0,1502,0,0,2,0,3,1,2,7,1,0,6,2,2009,2,2,644,3,3,1,0,114,0,0,0,0,5,5,6,0,9,2009,4,6,233170
20,6,64,10475,2,3,2,1,1,2,1,6,3,3,1,1,8,5,2008,2008,2,2,15,15,5,72,2,3,3,2,3,2,6,0,6,0,1694,1694,2,1,2,1,1694,0,0,1694,0,0,2,0,3,1,2,7,1,0,6,2,2008,2,3,776,3,3,1,160,33,0,0,0,0,5,5,6,0,2,2010,1,1,245350
60,6,58,10852,2,3,2,1,1,1,1,9,5,3,1,4,6,5,2000,2000,2,2,15,15,4,0,3,3,3,2,3,4,1,786,6,0,173,959,2,1,2,1,959,712,0,1671,1,0,2,1,3,1,3,7,1,1,3,2,2000,1,2,472,3,3,1,0,38,0,0,0,0,5,5,6,0,2,2006,1,1,173000
70,6,120,13728,2,3,1,1,1,2,1,8,3,3,1,4,6,7,1935,1986,4,2,14,14,4,0,3,3,2,3,3,4,4,626,6,0,501,1127,2,1,2,1,1236,872,0,2108,0,0,2,0,4,1,2,7,1,2,3,3,1935,3,2,540,3,3,1,0,0,0,0,90,0,5,5,6,0,7,2008,1,1,235000
60,6,118,35760,2,3,2,1,1,3,1,14,3,3,1,4,10,5,1995,1996,4,2,7,7,2,1378,2,2,3,1,3,1,1,1387,6,0,543,1930,2,1,2,1,1831,1796,0,3627,1,0,3,1,4,1,2,10,1,1,3,2,1995,1,3,807,3,3,1,361,76,0,0,0,0,5,5,6,0,7,2006,1,1,625000
80,6,76,9880,2,3,1,1,1,1,1,12,3,3,1,8,6,6,1977,1977,2,2,11,11,4,0,3,3,2,3,3,2,2,522,6,0,574,1096,2,3,2,1,1118,0,0,1118,1,0,1,0,3,1,3,6,1,1,5,2,1977,1,1,358,3,3,1,203,0,0,0,0,576,2,1,6,0,7,2008,1,1,171000
20,6,76,9120,2,3,1,1,1,1,1,13,3,3,1,1,6,6,1958,1958,4,2,9,9,4,0,3,3,2,3,3,4,2,662,6,0,599,1261,2,1,2,1,1261,0,0,1261,1,0,1,0,3,1,3,6,1,1,3,2,1958,2,2,433,3,3,1,0,0,0,0,288,0,5,5,4,1400,11,2008,1,1,163000
160,3,35,4017,2,2,2,1,1,1,1,22,3,3,4,4,7,5,2006,2007,2,2,9,9,4,0,2,3,3,2,3,4,6,0,6,0,625,625,2,1,2,1,625,625,0,1250,0,0,2,1,2,1,2,5,1,0,6,6,2006,1,2,625,3,3,1,0,54,0,0,0,0,5,5,6,0,3,2008,1,1,171900
50,6,138,18030,2,3,2,2,1,1,1,5,3,3,1,2,5,6,1946,1994,2,2,9,9,4,0,3,3,2,3,3,4,4,152,3,469,977,1598,2,3,2,1,1636,971,479,3086,0,0,3,0,3,1,1,12,5,1,2,7,0,4,0,0,6,6,1,122,0,0,0,0,0,5,2,6,0,3,2007,1,1,200500
70,6,80,16560,2,3,2,1,1,1,1,7,3,3,1,4,6,8,1932,1950,2,2,16,16,4,0,3,3,1,2,3,4,4,503,6,0,449,952,2,3,2,1,1170,1175,0,2345,0,0,2,1,4,1,3,9,1,1,2,6,1932,3,2,360,3,3,1,0,0,0,0,0,0,5,5,6,0,7,2006,1,1,239000
50,6,85,10678,2,3,1,1,1,1,1,14,3,3,1,2,8,5,1992,2000,4,2,7,7,2,337,2,3,3,2,3,4,1,700,6,0,983,1683,2,1,2,1,2129,743,0,2872,0,0,2,1,4,1,2,9,1,1,3,2,1992,1,2,541,3,3,1,0,33,0,0,0,0,5,5,6,0,4,2007,1,1,285000
20,6,37,6951,2,3,2,1,1,3,1,12,3,3,1,1,5,5,1984,1985,2,2,7,11,4,0,3,3,2,3,3,4,2,658,6,0,218,876,2,3,2,1,923,0,0,923,1,0,1,0,3,1,3,5,1,0,6,2,1984,3,1,264,3,3,1,362,0,0,0,0,0,5,2,6,0,10,2008,1,1,119500
50,8,0,3950,2,1,1,2,1,1,1,18,1,3,1,2,6,8,1926,2004,2,2,9,9,4,0,3,3,2,3,3,4,4,468,6,0,350,818,2,3,2,1,818,406,0,1224,0,0,1,0,3,1,3,5,1,0,6,6,1926,3,1,210,3,3,3,0,0,116,0,0,0,5,5,6,0,12,2009,1,1,115000
50,6,54,7681,2,3,2,1,1,4,1,7,3,3,1,2,5,6,1921,1950,2,2,16,16,4,0,3,3,1,3,3,4,6,0,6,0,731,731,2,1,2,1,820,523,0,1343,0,0,1,1,3,1,3,7,1,1,2,6,1921,3,1,186,4,3,1,192,0,102,0,0,0,5,5,6,0,7,2009,1,1,154900
20,6,77,8335,2,3,1,1,1,2,1,8,3,3,1,1,5,5,1954,1954,2,2,16,16,4,0,3,3,4,6,6,5,7,0,7,0,0,0,2,2,2,1,1124,0,0,1124,0,0,1,0,3,1,3,5,3,1,2,7,0,4,0,0,6,6,3,0,36,190,0,0,0,5,5,6,0,4,2006,1,1,93000
60,6,0,11170,2,3,3,1,1,2,1,24,3,3,1,4,7,5,1990,1991,2,2,9,9,4,0,3,3,6,2,3,4,5,1216,6,0,0,1216,2,1,2,1,1298,1216,0,2514,0,0,2,1,4,1,3,8,1,0,6,2,1990,1,2,693,3,3,1,0,0,0,0,0,0,5,1,6,0,4,2006,1,1,250000
120,8,64,5587,2,3,2,3,1,1,2,7,3,3,4,1,8,5,2008,2008,4,2,6,6,5,186,1,3,3,1,3,1,1,1480,6,0,120,1600,2,1,2,1,1652,0,0,1652,1,1,2,0,2,1,2,5,1,1,2,2,2008,1,2,482,3,3,1,162,53,0,153,0,0,5,5,6,0,11,2008,4,6,392500
60,6,160,15623,2,3,2,1,1,2,1,14,3,3,1,4,10,5,1996,1996,4,2,16,8,4,0,2,3,3,1,3,2,1,2096,6,0,300,2396,2,1,2,1,2411,2065,0,4476,1,0,3,1,4,1,1,10,1,2,3,2,1996,1,3,813,3,3,1,171,78,0,0,0,555,1,2,6,0,7,2007,1,2,745000
30,6,60,10800,2,1,1,1,1,1,1,18,3,3,1,1,5,6,1920,1950,4,2,14,14,4,0,3,3,1,3,3,4,4,821,6,0,299,1120,2,1,2,1,1130,0,0,1130,1,0,1,0,2,1,3,5,1,1,2,6,1970,3,2,720,3,3,1,229,0,0,0,0,0,5,5,6,0,6,2006,1,1,120000
20,6,50,35133,1,3,1,1,1,1,2,24,3,3,1,1,5,4,1963,1963,4,2,9,9,2,226,3,3,2,3,3,1,4,1159,6,0,413,1572,2,2,2,1,1572,0,0,1572,1,0,1,1,3,1,3,5,1,2,3,1,1963,2,3,995,3,3,1,0,263,0,0,263,0,5,5,6,0,5,2007,1,1,186700
50,6,60,9738,2,3,1,1,1,1,1,8,3,3,1,2,5,7,1924,1950,2,2,1,1,4,0,3,2,1,3,3,4,3,392,6,0,392,784,2,2,2,1,949,272,0,1221,1,0,1,0,4,1,3,7,1,0,6,2,1965,3,1,392,3,3,1,0,0,236,0,0,0,5,5,6,0,3,2006,1,1,104900
190,6,107,10615,2,3,2,2,1,2,2,18,1,1,2,4,3,5,1900,1970,2,2,7,7,4,0,3,3,2,4,3,3,3,440,6,0,538,978,2,3,2,1,1014,685,0,1699,1,0,2,0,3,2,3,7,1,0,6,5,1920,3,2,420,4,4,1,0,74,0,0,0,0,5,5,6,0,8,2009,1,2,95000
20,6,89,12461,2,3,1,1,1,2,1,14,3,3,1,1,8,5,1994,1995,2,2,8,8,4,0,2,3,3,2,3,4,1,1456,6,0,168,1624,2,1,2,1,1624,0,0,1624,1,0,2,0,2,1,2,5,1,1,4,2,1994,2,3,757,3,3,1,0,114,192,0,0,0,5,1,6,0,7,2006,1,1,262000
60,6,68,8935,2,3,2,1,1,1,1,6,3,3,1,4,7,5,2002,2002,2,2,15,15,2,95,2,3,3,2,3,4,6,0,6,0,831,831,2,1,2,1,831,829,0,1660,0,0,2,1,3,1,2,7,1,0,6,2,2002,2,2,493,3,3,1,144,68,0,0,0,0,5,5,6,0,7,2009,1,1,195000
60,6,60,7500,2,3,1,1,1,1,1,9,3,3,1,4,7,5,1999,1999,2,2,15,15,4,0,3,3,3,3,3,4,6,0,6,0,994,994,2,2,2,1,1028,776,0,1804,0,0,2,1,3,1,2,7,1,1,3,2,1999,1,2,442,3,3,1,140,60,0,0,0,0,5,5,6,0,6,2010,1,1,189000
190,6,0,32463,2,3,1,4,1,1,2,12,3,3,2,1,4,4,1961,1975,2,2,9,9,5,149,3,2,2,3,3,2,3,1159,6,0,90,1249,2,1,2,1,1622,0,0,1622,1,0,1,0,3,1,3,7,1,1,3,1,1975,1,4,1356,3,3,1,439,0,0,0,0,0,5,5,6,0,3,2007,1,1,168000
160,3,24,2645,2,2,1,1,1,1,1,22,3,3,5,4,8,5,1999,2000,2,2,9,9,2,456,2,3,3,2,3,4,6,0,6,0,776,776,2,1,2,1,764,677,0,1441,0,0,2,1,2,1,2,5,1,0,6,6,1999,3,2,492,3,3,1,206,0,0,0,0,0,5,5,6,0,11,2007,1,1,174000
50,8,60,9600,2,1,1,1,1,1,1,18,3,3,1,2,5,8,1925,1994,3,2,15,15,4,0,3,3,3,3,3,3,6,0,6,0,702,702,2,2,2,1,842,630,0,1472,0,0,1,0,3,1,2,6,1,0,6,6,1925,3,1,250,3,4,2,0,0,84,0,0,0,5,3,6,0,7,2007,1,1,125000
120,8,0,4500,2,3,1,1,1,4,1,12,3,3,4,1,6,5,1999,1999,4,2,15,15,2,425,3,3,3,1,3,4,1,883,6,0,341,1224,2,1,2,1,1224,0,0,1224,1,0,2,0,2,1,3,5,1,0,6,2,1999,1,2,402,3,3,1,0,304,0,0,0,0,5,5,6,0,6,2009,1,1,165000
60,6,80,9364,2,3,1,1,1,2,1,20,3,3,1,4,6,7,1969,1969,2,2,7,7,5,143,3,3,2,3,3,4,2,371,6,0,292,663,2,3,2,1,663,689,0,1352,0,0,1,1,4,1,3,7,1,0,6,2,1969,1,1,299,3,3,1,379,36,0,0,0,0,5,2,6,0,3,2010,1,1,158000
60,6,51,8029,2,3,2,1,1,1,1,9,3,3,1,4,6,5,2005,2005,2,2,15,15,4,0,3,3,3,2,3,4,6,0,6,0,728,728,2,1,2,1,728,728,0,1456,0,0,2,1,3,1,2,8,1,0,6,2,2005,1,2,400,3,3,1,100,24,0,0,0,0,5,5,6,0,7,2008,1,1,176000
60,6,58,14054,2,3,2,1,1,1,1,9,3,3,1,4,7,5,2006,2006,2,2,15,15,4,0,2,3,3,2,3,2,6,0,6,0,879,879,2,1,2,1,879,984,0,1863,0,0,2,1,4,1,2,9,1,1,2,4,2006,1,3,660,3,3,1,100,17,0,0,0,0,5,5,6,0,11,2006,4,6,219210
75,8,65,8850,2,3,2,2,1,2,1,18,3,3,1,6,7,6,1916,1950,2,2,9,9,4,0,3,3,1,3,3,4,6,0,6,0,815,815,2,1,2,1,815,875,0,1690,0,0,1,0,3,1,3,7,1,1,2,6,1916,3,1,225,3,3,1,0,0,330,0,0,0,5,5,6,0,7,2006,7,1,144000
20,6,70,9100,2,3,1,1,1,1,1,6,3,3,1,1,7,5,2001,2001,2,2,15,15,4,0,2,3,3,2,3,4,6,0,6,0,1212,1212,2,1,2,1,1212,0,0,1212,0,0,2,0,3,1,2,6,1,0,6,2,2001,2,2,573,3,3,1,356,0,0,0,0,0,5,5,6,0,6,2009,1,1,178000
20,6,75,11235,2,3,1,1,1,1,1,20,3,3,1,1,4,5,1963,1979,2,2,7,7,2,51,3,3,2,3,3,4,4,547,6,0,504,1051,2,2,2,1,1382,0,0,1382,0,0,1,1,3,1,3,6,1,1,5,2,1974,3,2,459,3,3,1,0,82,0,0,0,0,5,5,6,0,10,2006,1,1,148000
20,6,71,9353,2,3,1,1,1,1,1,13,3,3,1,1,4,5,1970,1970,2,2,9,9,4,0,3,3,2,3,3,4,6,0,6,0,864,864,2,2,2,1,864,0,0,864,0,0,1,0,3,1,3,5,1,0,6,2,1972,3,1,280,3,3,1,0,0,0,0,0,0,5,5,4,0,7,2006,10,2,116050
